 0 0.660154 0.503827 0.452376
 1 0.551068 0.505941 0.484874
 2 0.543705 0.500756 0.372467
 3 0.552028 0.509636 0.482599
 4 0.569002 0.517193 0.472370
 5 0.554651 0.520836 0.497921
 6 0.560989 0.521907 0.485347
 7 0.558604 0.533630 0.475874
 8 0.562636 0.530904 0.499636
 9 0.561951 0.546026 0.499502
 10 0.570406 0.555593 0.500091
 11 0.573730 0.555395 0.499502
 12 0.564996 0.555689 0.501656
 13 0.572660 0.550310 0.537063
 14 0.566844 0.558231 0.521555
 15 0.568523 0.558256 0.503302
 16 0.577389 0.562252 0.543749
 17 0.573905 0.562410 0.530983
 18 0.576477 0.557772 0.543726
 19 0.579033 0.570017 0.545408
 20 0.597966 0.574358 0.549657
 21 0.622853 0.569177 0.535700
 22 0.610006 0.565299 0.549942
 23 0.602528 0.562063 0.508815
 24 0.619989 0.572409 0.524540
 25 0.635645 0.580435 0.506190
 26 0.616366 0.575623 0.515455
 27 0.629481 0.567901 0.520342
 28 0.617045 0.582117 0.543903
 29 0.619591 0.577403 0.507026
 30 0.614770 0.587833 0.520045
 31 0.613919 0.582763 0.510844
 32 0.610372 0.573261 0.506231
 33 0.656487 0.609128 0.518958
 34 0.641834 0.578650 0.508478
 35 0.668341 0.604422 0.540133
 36 0.674434 0.598936 0.513728
 37 0.845139 0.612906 0.518281
 38 0.848235 0.628654 0.512117
 39 0.847153 0.621073 0.508896
 40 0.856472 0.633732 0.501649
 41 0.857865 0.654331 0.515959
 42 0.831782 0.653465 0.510497
 43 0.858619 0.650252 0.506057
 44 0.869642 0.681600 0.509700
 45 0.903050 0.672342 0.519482
 46 0.902586 0.667942 0.518269
 47 0.901225 0.672534 0.502570
 48 0.903750 0.701170 0.526943
 49 0.906951 0.714783 0.516290
 50 0.903201 0.733677 0.515900
 51 0.907998 0.750920 0.513379
 52 0.906572 0.724185 0.515135
 53 0.913311 0.759133 0.510317
 54 0.911127 0.708231 0.506263
 55 0.902605 0.752924 0.500012
 56 0.908956 0.718333 0.513931
 57 0.917131 0.759717 0.511826
 58 0.918233 0.795787 0.514968
 59 0.918174 0.796197 0.514022
 60 0.923274 0.779741 0.517009
 61 0.890250 0.757156 0.514066
 62 0.917225 0.758278 0.506335
 63 0.927048 0.819287 0.522697
 64 0.926895 0.770272 0.507784
 65 0.932521 0.801966 0.455204
 66 0.914508 0.788133 0.501437
 67 0.927994 0.798811 0.504870
 68 0.912076 0.787962 0.504833
 69 0.925622 0.804325 0.511789
 70 0.931035 0.786920 0.505563
 71 0.903820 0.689194 0.506311
 72 0.935724 0.717670 0.503229
 73 0.920667 0.696711 0.503044
 74 0.928310 0.758449 0.508890
 75 0.939620 0.808197 0.499699
 76 0.934504 0.774647 0.502762
 77 0.930359 0.765314 0.500798
 78 0.937510 0.747972 0.509038
 79 0.938658 0.736293 0.510322
 80 0.906792 0.631217 0.503942
 81 0.890758 0.661510 0.467531
 82 0.917063 0.731274 0.501677
 83 0.914533 0.759170 0.507144
 84 0.932975 0.761833 0.502236
 85 0.932816 0.774433 0.503038
 86 0.906165 0.758938 0.502796
 87 0.929330 0.817839 0.502829
 88 0.934484 0.782203 0.504140
 89 0.922169 0.760142 0.503503
 90 0.917036 0.743276 0.504475
 91 0.930661 0.792232 0.500276
 92 0.930727 0.810943 0.503824
 93 0.935578 0.737916 0.500537
 94 0.933342 0.758777 0.500329
 95 0.937047 0.768860 0.502487
 96 0.942232 0.709791 0.507050
 97 0.943734 0.785414 0.508700
 98 0.939106 0.707603 0.505328
 99 0.936439 0.745225 0.500857
 100 0.941887 0.714098 0.501663
 101 0.922111 0.664420 0.491429
 102 0.940827 0.737955 0.502205
 103 0.941382 0.698447 0.503872
 104 0.942787 0.800489 0.504517
 105 0.934361 0.735760 0.504732
 106 0.922647 0.656111 0.501917
 107 0.939443 0.746001 0.500093
 108 0.942354 0.786632 0.505658
 109 0.945667 0.765855 0.509306
 110 0.946793 0.709631 0.501618
 111 0.934616 0.717438 0.499875
 112 0.946989 0.795722 0.506753
 113 0.941530 0.713779 0.500319
 114 0.912611 0.716874 0.502657
 115 0.928676 0.727066 0.500597
 116 0.918630 0.744494 0.501591
 117 0.885000 0.698700 0.500964
 118 0.949315 0.776041 0.508854
 119 0.951152 0.755444 0.502906
 120 0.916795 0.726791 0.510490
 121 0.908233 0.719223 0.501124
 122 0.938793 0.788878 0.500372
 123 0.949499 0.828456 0.502072
 124 0.937932 0.720023 0.503597
 125 0.945878 0.794998 0.504887
 126 0.938765 0.797201 0.505987
 127 0.945465 0.825276 0.506937
 128 0.927564 0.760925 0.510437
 129 0.952519 0.791577 0.503980
 130 0.944581 0.775640 0.499911
 131 0.948495 0.818052 0.514403
 132 0.909853 0.728859 0.505733
 133 0.939209 0.759715 0.504067
 134 0.928164 0.812800 0.505544
 135 0.931155 0.799453 0.491360
 136 0.895738 0.707430 0.501585
 137 0.940086 0.675126 0.505666
 138 0.930461 0.737813 0.503483
 139 0.947901 0.776934 0.500920
 140 0.939144 0.730471 0.502634
 141 0.936073 0.744258 0.500029
 142 0.928664 0.779542 0.511923
 143 0.948580 0.811547 0.503506
 144 0.937689 0.789141 0.499746
 145 0.946025 0.762302 0.505376
 146 0.909622 0.755398 0.497130
 147 0.952790 0.796190 0.498675
 148 0.943964 0.769325 0.505109
 149 0.922761 0.690986 0.497484
 150 0.941016 0.675817 0.502822
 151 0.943419 0.789858 0.501964
 152 0.948563 0.856073 0.501263
 153 0.948995 0.823923 0.501821
 154 0.944543 0.837120 0.502895
 155 0.925087 0.776562 0.502869
 156 0.947753 0.719792 0.500685
 157 0.951838 0.822163 0.501916
 158 0.950786 0.772378 0.500699
