 0 0.551771 0.504260 0.463270
 1 0.549333 0.510570 0.492761
 2 0.554050 0.518891 0.486636
 3 0.554355 0.522658 0.490596
 4 0.554657 0.526421 0.493623
 5 0.565054 0.539356 0.499500
 6 0.586318 0.545163 0.499527
 7 0.610611 0.549564 0.496521
 8 0.612914 0.559821 0.500753
 9 0.602458 0.564374 0.515762
 10 0.601926 0.563639 0.497905
 11 0.596448 0.556677 0.498771
 12 0.599259 0.555715 0.499384
 13 0.619057 0.563202 0.497290
 14 0.628351 0.574037 0.496083
 15 0.618025 0.560287 0.490275
 16 0.622488 0.579092 0.511002
 17 0.614797 0.575520 0.533484
 18 0.632713 0.587072 0.512286
 19 0.640701 0.596539 0.522397
 20 0.647222 0.604452 0.535166
 21 0.647003 0.606550 0.538654
 22 0.635204 0.595352 0.510648
 23 0.659642 0.606028 0.542145
 24 0.721485 0.620964 0.529102
 25 0.696378 0.601397 0.528436
 26 0.716706 0.613451 0.525033
 27 0.703240 0.614203 0.519846
 28 0.766809 0.628617 0.506975
 29 0.751078 0.606461 0.517890
 30 0.772872 0.626388 0.521252
 31 0.772246 0.620973 0.501930
 32 0.776430 0.635601 0.523248
 33 0.784274 0.647317 0.515017
 34 0.778511 0.640298 0.517320
 35 0.773915 0.645686 0.452320
 36 0.778916 0.613473 0.515489
 37 0.775516 0.656525 0.515892
 38 0.776869 0.635256 0.520363
 39 0.828237 0.658510 0.502668
 40 0.789362 0.633811 0.522847
 41 0.824723 0.613299 0.412078
 42 0.816445 0.628337 0.517104
 43 0.833638 0.644247 0.500247
 44 0.836543 0.639624 0.508280
 45 0.824587 0.639083 0.517793
 46 0.881498 0.638830 0.507191
 47 0.867670 0.662257 0.507795
 48 0.831144 0.630759 0.505099
 49 0.861312 0.660556 0.506721
 50 0.867224 0.671101 0.515404
 51 0.863193 0.613617 0.480689
 52 0.868606 0.692708 0.509925
 53 0.868436 0.671347 0.513139
 54 0.835909 0.675000 0.502263
 55 0.881960 0.668107 0.511160
 56 0.859631 0.689583 0.508423
 57 0.871011 0.670709 0.521847
 58 0.875232 0.650446 0.512039
 59 0.849392 0.594305 0.502871
 60 0.868620 0.670398 0.520864
 61 0.871357 0.705497 0.510154
 62 0.875143 0.703772 0.502970
 63 0.871722 0.671426 0.513280
 64 0.867343 0.645938 0.512287
 65 0.879339 0.681523 0.521394
 66 0.893764 0.660439 0.502518
 67 0.884111 0.661665 0.510385
 68 0.864366 0.703277 0.504434
 69 0.847890 0.660045 0.514413
 70 0.856633 0.652680 0.506620
 71 0.901991 0.693131 0.508429
 72 0.882510 0.648772 0.502249
 73 0.887033 0.623694 0.503105
 74 0.900700 0.678293 0.510771
 75 0.875543 0.664073 0.504390
 76 0.895413 0.703059 0.502031
 77 0.910562 0.694439 0.506584
 78 0.909585 0.658505 0.500830
 79 0.898309 0.699765 0.506412
 80 0.882329 0.668588 0.502768
 81 0.882585 0.691107 0.506037
 82 0.880155 0.685850 0.505073
 83 0.890117 0.687773 0.511030
 84 0.890714 0.669685 0.502836
 85 0.893534 0.694607 0.507714
 86 0.907141 0.705459 0.507846
 87 0.893903 0.700277 0.505531
 88 0.903356 0.660896 0.503676
 89 0.893511 0.676607 0.503302
 90 0.910700 0.572555 0.138958
 91 0.864516 0.614019 0.496343
 92 0.893823 0.690268 0.506589
 93 0.890620 0.698669 0.511054
 94 0.888865 0.674748 0.505063
 95 0.878681 0.674406 0.501340
 96 0.902105 0.694955 0.506569
 97 0.890795 0.670435 0.505242
 98 0.882818 0.654170 0.507900
 99 0.868094 0.637097 0.502605
 100 0.887464 0.703264 0.503636
 101 0.917206 0.678393 0.504310
 102 0.874375 0.674310 0.501698
 103 0.930295 0.731879 0.504209
 104 0.886876 0.697414 0.501516
 105 0.876185 0.682174 0.499676
 106 0.888293 0.686282 0.502205
 107 0.859915 0.679984 0.501916
 108 0.882960 0.736627 0.502372
 109 0.885078 0.599518 0.500745
 110 0.890774 0.663476 0.499640
 111 0.884210 0.697459 0.504243
 112 0.907153 0.735788 0.504669
 113 0.906248 0.733004 0.502141
 114 0.900408 0.742130 0.500346
 115 0.907688 0.778235 0.501970
